Year,StartDate,EndDate,Product,Overall Range Min,Overall Range Max,Common Price
2024,2024-12-17,2024-12-23,Gasoline (RON95),51.35,74.42,59.6
2024,2024-12-17,2024-12-23,Gasoline (RON91),50.75,69.25,57.6
2024,2024-12-17,2024-12-23,Diesel,49.0,65.79,53.9
2024,2024-12-17,2024-12-23,Diesel Plus,51.07,70.0,66.84
2024,2024-12-17,2024-12-23,Kerosene,61.98,80.94,71.12
2024,2024-12-24,2024-12-30,Gasoline (RON97/100),53.85,75.0,67.63
2024,2024-12-24,2024-12-30,Gasoline (RON95),51.75,74.92,58.6
2024,2024-12-24,2024-12-30,Gasoline (RON91),51.15,69.75,57.3
2024,2024-12-24,2024-12-30,Diesel,49.0,67.24,55.35
2024,2024-12-24,2024-12-30,Diesel Plus,54.5,71.9,68.29
2024,2024-12-24,2024-12-30,Kerosene,70.29,81.69,71.85
2024,2024-12-03,2024-12-09,Gasoline (RON97/100),52.4,75.25,65.93
2024,2024-12-03,2024-12-09,Gasoline (RON95),50.55,73.22,61.65
2024,2024-12-03,2024-12-09,Gasoline (RON91),49.75,68.05,55.6
2024,2024-12-03,2024-12-09,Diesel,48.25,65.49,51.8
2024,2024-12-03,2024-12-09,Diesel Plus,54.8,71.4,54.8
2024,2024-12-03,2024-12-09,Kerosene,70.74,81.59,71.74
2024,2024-12-31,2025-01-06,Gasoline (RON97/100),53.55,74.54,69.78
2024,2024-12-31,2025-01-06,Gasoline (RON95),51.45,74.62,58.3
2024,2024-12-31,2025-01-06,Gasoline (RON91),50.85,68.49,57.0
2024,2024-12-31,2025-01-06,Diesel,48.77,66.94,55.05
2024,2024-12-31,2025-01-06,Diesel Plus,55.0,71.3,67.99
2024,2024-12-31,2025-01-06,Kerosene,69.94,81.2,70.95
2024,2024-02-01,2024-02-07,Gasoline (RON97/100),58.9,81.8,75.65
2024,2024-02-01,2024-02-07,Gasoline (RON95),56.6,79.8,70.1
2024,2024-02-01,2024-02-07,Gasoline (RON91),56.3,71.55,64.35
2024,2024-02-01,2024-02-07,Diesel,52.9,66.0,60.0
2024,2024-02-01,2024-02-07,Diesel Plus,58.25,82.06,59.75
2024,2024-02-01,2024-02-07,Kerosene,72.09,83.48,73.71
2024,2024-02-08,2024-02-14,Gasoline (RON97/100),59.65,81.58,72.16
2024,2024-02-08,2024-02-14,Gasoline (RON95),56.6,78.95,70.85
2024,2024-02-08,2024-02-14,Gasoline (RON91),56.3,72.3,63.65
2024,2024-02-08,2024-02-14,Diesel,52.9,67.5,58.95
2024,2024-02-08,2024-02-14,Diesel Plus,59.75,83.56,62.95
2024,2024-02-08,2024-02-14,Kerosene,72.85,84.28,74.51
2024,2024-02-15,2024-02-21,Gasoline (RON97/100),59.05,80.53,71.56
2024,2024-02-15,2024-02-21,Gasoline (RON95),55.9,78.35,70.25
2024,2024-02-15,2024-02-21,Gasoline (RON91),55.6,72.35,63.05
2024,2024-02-15,2024-02-21,Diesel,53.77,67.4,61.0
2024,2024-02-15,2024-02-21,Diesel Plus,59.65,83.46,61.15
2024,2024-02-15,2024-02-21,Kerosene,72.49,83.84,74.11
2024,2024-02-20,2024-02-26,Gasoline (RON97/100),59.8,88.88,76.25
2024,2024-02-20,2024-02-26,Gasoline (RON95),55.9,79.95,66.25
2024,2024-02-20,2024-02-26,Gasoline (RON91),55.6,73.95,67.35
2024,2024-02-20,2024-02-26,Diesel,54.35,67.9,60.8
2024,2024-02-20,2024-02-26,Diesel Plus,60.3,84.56,70.85
2024,2024-02-20,2024-02-26,Kerosene,73.25,83.88,75.16
2024,2024-02-27,2024-03-04,Gasoline (RON97/100),59.1,81.25,75.55
2024,2024-02-27,2024-03-04,Gasoline (RON95),56.6,79.25,65.55
2024,2024-02-27,2024-03-04,Gasoline (RON91),56.3,73.25,66.65
2024,2024-02-27,2024-03-04,Diesel,54.0,66.95,58.3
2024,2024-02-27,2024-03-04,Diesel Plus,59.35,83.61,69.04
2024,2024-02-27,2024-03-04,Kerosene,72.44,83.83,74.06
2024,2024-01-04,2024-01-10,Gasoline (RON97/100),54.8,77.3,71.15
2024,2024-01-04,2024-01-10,Gasoline (RON95),53.4,76.15,65.6
2024,2024-01-04,2024-01-10,Gasoline (RON91),53.2,75.15,62.5
2024,2024-01-04,2024-01-10,Diesel,50.49,66.5,59.2
2024,2024-01-04,2024-01-10,Diesel Plus,55.95,78.81,67.15
2024,2024-01-04,2024-01-10,Kerosene,70.64,82.03,72.26
2024,2024-01-09,2024-01-15,Gasoline (RON97/100),54.8,77.4,71.25
2024,2024-01-09,2024-01-15,Gasoline (RON95),53.4,76.25,65.7
2024,2024-01-09,2024-01-15,Gasoline (RON91),52.9,75.25,62.5
2024,2024-01-09,2024-01-15,Diesel,50.49,66.6,60.1
2024,2024-01-09,2024-01-15,Diesel Plus,57.35,78.91,67.25
2024,2024-01-09,2024-01-15,Kerosene,70.74,82.03,
2024,2024-01-16,2024-01-22,Gasoline (RON97/100),53.3,77.7,71.55
2024,2024-01-16,2024-01-22,Gasoline (RON95),52.3,76.55,66.0
2024,2024-01-16,2024-01-22,Gasoline (RON91),51.9,75.55,64.1
2024,2024-01-16,2024-01-22,Diesel,51.0,67.5,61.0
2024,2024-01-16,2024-01-22,Diesel Plus,57.0,79.81,68.15
2024,2024-01-16,2024-01-22,Kerosene,71.64,83.03,73.26
2024,2024-01-25,2024-01-31,Gasoline (RON97/100),56.1,79.0,69.35
2024,2024-01-25,2024-01-31,Gasoline (RON95),54.7,77.85,67.3
2024,2024-01-25,2024-01-31,Gasoline (RON91),54.0,76.85,65.4
2024,2024-01-25,2024-01-31,Diesel,52.2,68.45,61.95
2024,2024-01-25,2024-01-31,Diesel Plus,56.95,80.76,58.45
2024,2024-01-25,2024-01-31,Kerosene,71.64,83.03,73.26
2024,2024-07-16,2024-07-22,Gasoline (RON97/100),57.5,88.72,72.94
2024,2024-07-16,2024-07-22,Gasoline (RON95),56.0,83.7,69.35
2024,2024-07-16,2024-07-22,Gasoline (RON91),55.0,78.05,63.6
2024,2024-07-16,2024-07-22,Diesel,52.0,70.6,60.4
2024,2024-07-16,2024-07-22,Diesel Plus,58.3,77.4,71.35
2024,2024-07-16,2024-07-22,Kerosene,73.84,83.84,74.86
2024,2024-07-02,2024-07-08,Gasoline (RON97/100),56.25,87.72,73.9
2024,2024-07-02,2024-07-08,Gasoline (RON95),55.0,82.7,68.35
2024,2024-07-02,2024-07-08,Gasoline (RON91),54.0,77.05,64.5
2024,2024-07-02,2024-07-08,Diesel,52.0,70.9,58.15
2024,2024-07-02,2024-07-08,Diesel Plus,59.2,82.35,71.65
2024,2024-07-02,2024-07-08,Kerosene,73.38,84.39,75.41
2024,2024-07-23,2024-07-29,Gasoline (RON97/100),57.7,88.82,72.33
2024,2024-07-23,2024-07-29,Gasoline (RON95),56.0,83.8,62.1
2024,2024-07-23,2024-07-29,Gasoline (RON91),55.0,78.15,63.7
2024,2024-07-23,2024-07-29,Diesel,52.0,70.2,60.0
2024,2024-07-23,2024-07-29,Diesel Plus,58.3,77.0,70.95
2024,2024-07-23,2024-07-29,Kerosene,73.14,83.14,74.16
2024,2024-07-30,2024-08-05,Gasoline (RON97/100),56.6,88.07,71.58
2024,2024-07-30,2024-08-05,Gasoline (RON95),55.0,83.05,61.35
2024,2024-07-30,2024-08-05,Gasoline (RON91),54.0,77.4,62.95
2024,2024-07-30,2024-08-05,Diesel,51.0,69.35,56.6
2024,2024-07-30,2024-08-05,Diesel Plus,56.9,76.15,70.3
2024,2024-07-30,2024-08-05,Kerosene,72.34,83.7,73.36
2024,2024-07-09,2024-07-15,Gasoline (RON97/100),57.7,89.32,75.5
2024,2024-07-09,2024-07-15,Gasoline (RON95),56.0,84.3,69.95
2024,2024-07-09,2024-07-15,Gasoline (RON91),55.0,78.65,65.2
2024,2024-07-09,2024-07-15,Diesel,53.0,71.55,61.5
2024,2024-07-09,2024-07-15,Diesel Plus,58.79,83.0,64.5
2024,2024-07-09,2024-07-15,Kerosene,74.8,84.99,76.01
2024,2024-06-04,2024-06-10,Gasoline (RON97/100),56.0,85.12,72.23
2024,2024-06-04,2024-06-10,Gasoline (RON95),55.0,80.1,69.7
2024,2024-06-04,2024-06-10,Gasoline (RON91),54.0,74.45,63.0
2024,2024-06-04,2024-06-10,Diesel,52.0,67.95,57.9
2024,2024-06-04,2024-06-10,Diesel Plus,58.55,81.25,68.95
2024,2024-06-04,2024-06-10,Kerosene,71.9,84.4,73.41
2024,2024-06-11,2024-06-17,Gasoline (RON97/100),55.4,84.52,71.63
2024,2024-06-11,2024-06-17,Gasoline (RON95),54.4,79.5,69.1
2024,2024-06-11,2024-06-17,Gasoline (RON91),53.9,73.85,60.0
2024,2024-06-11,2024-06-17,Diesel,50.94,66.75,56.7
2024,2024-06-11,2024-06-17,Diesel Plus,57.0,78.2,67.75
2024,2024-06-11,2024-06-17,Kerosene,71.09,81.09,72.11
2024,2024-06-18,2024-06-24,Gasoline (RON97/100),56.25,85.37,72.48
2024,2024-06-18,2024-06-24,Gasoline (RON95),54.3,80.35,61.15
2024,2024-06-18,2024-06-24,Gasoline (RON91),53.6,74.7,61.85
2024,2024-06-18,2024-06-24,Diesel,50.9,68.5,60.3
2024,2024-06-18,2024-06-24,Diesel Plus,58.75,79.95,69.5
2024,2024-06-18,2024-06-24,Kerosene,72.99,82.99,74.01
2024,2024-06-25,2024-07-01,Gasoline (RON97/100),57.65,86.77,70.23
2024,2024-06-25,2024-07-01,Gasoline (RON95),55.0,81.75,62.55
2024,2024-06-25,2024-07-01,Gasoline (RON91),54.0,76.1,61.85
2024,2024-06-25,2024-07-01,Diesel,52.0,70.25,60.55
2024,2024-06-25,2024-07-01,Diesel Plus,59.6,81.7,71.25
2024,2024-06-25,2024-07-01,Kerosene,74.04,84.04,75.06
2024,2024-05-14,2024-05-20,Gasoline (RON97/100),56.5,85.72,72.83
2024,2024-05-14,2024-05-20,Gasoline (RON95),56.0,80.7,66.9
2024,2024-05-14,2024-05-20,Gasoline (RON91),55.5,76.55,62.3
2024,2024-05-14,2024-05-20,Diesel,51.49,66.7,58.8
2024,2024-05-14,2024-05-20,Diesel Plus,57.5,80.0,59.75
2024,2024-05-14,2024-05-20,Kerosene,70.96,83.01,72.0
2024,2024-05-21,2024-05-27,Gasoline (RON97/100),56.4,85.62,72.73
2024,2024-05-21,2024-05-27,Gasoline (RON95),55.9,80.6,66.8
2024,2024-05-21,2024-05-27,Gasoline (RON91),54.9,76.45,63.0
2024,2024-05-21,2024-05-27,Diesel,51.2,66.95,59.05
2024,2024-05-21,2024-05-27,Diesel Plus,57.75,80.25,67.95
2024,2024-05-21,2024-05-27,Kerosene,71.26,83.31,72.3
2024,2024-05-28,2024-06-03,Gasoline (RON97/100),56.8,86.02,73.13
2024,2024-05-28,2024-06-03,Gasoline (RON95),56.3,81.0,67.2
2024,2024-05-28,2024-06-03,Gasoline (RON91),55.8,75.35,61.5
2024,2024-05-28,2024-06-03,Diesel,52.14,67.35,59.45
2024,2024-05-28,2024-06-03,Diesel Plus,58.25,80.65,68.35
2024,2024-05-28,2024-06-03,Kerosene,71.59,83.6,72.61
2024,2024-05-07,2024-05-13,Gasoline (RON97/100),60.65,87.72,79.35
2024,2024-05-07,2024-05-13,Gasoline (RON95),58.0,82.7,66.8
2024,2024-05-07,2024-05-13,Gasoline (RON91),57.0,77.05,65.1
2024,2024-05-07,2024-05-13,Diesel,51.99,67.2,61.05
2024,2024-05-07,2024-05-13,Diesel Plus,58.3,80.51,70.38
2024,2024-05-07,2024-05-13,Kerosene,71.24,83.01,72.86
2024,2024-11-05,2024-11-11,Gasoline (RON97/100),51.7,72.55,68.5
2024,2024-11-05,2024-11-11,Gasoline (RON95),50.7,72.24,58.25
2024,2024-11-05,2024-11-11,Gasoline (RON91),49.6,65.35,59.55
2024,2024-11-05,2024-11-11,Diesel,46.9,63.24,55.15
2024,2024-11-05,2024-11-11,Diesel Plus,53.15,69.6,66.54
2024,2024-11-05,2024-11-11,Kerosene,70.04,80.89,72.51
2024,2024-11-12,2024-11-18,Gasoline (RON97/100),53.2,74.05,65.63
2024,2024-11-12,2024-11-18,Gasoline (RON95),51.7,73.74,58.9
2024,2024-11-12,2024-11-18,Gasoline (RON91),50.6,66.85,60.15
2024,2024-11-12,2024-11-18,Diesel,48.75,65.34,57.25
2024,2024-11-12,2024-11-18,Diesel Plus,55.25,71.7,65.7
2024,2024-11-12,2024-11-18,Kerosene,71.24,82.09,72.25
2024,2024-11-19,2024-11-25,Gasoline (RON97/100),52.1,73.2,64.78
2024,2024-11-19,2024-11-25,Gasoline (RON95),50.25,72.89,60.8
2024,2024-11-19,2024-11-25,Gasoline (RON91),49.45,66.0,58.75
2024,2024-11-19,2024-11-25,Diesel,47.9,64.59,56.0
2024,2024-11-19,2024-11-25,Diesel Plus,54.5,70.95,67.05
2024,2024-11-19,2024-11-25,Kerosene,70.34,81.19,71.35
2024,2024-11-26,2024-12-02,Gasoline (RON97/100),52.4,74.35,57.9
2024,2024-11-26,2024-12-02,Gasoline (RON95),50.55,72.32,60.75
2024,2024-11-26,2024-12-02,Gasoline (RON91),49.75,67.15,59.25
2024,2024-11-26,2024-12-02,Diesel,48.97,65.69,54.5
2024,2024-11-26,2024-12-02,Diesel Plus,54.5,72.05,58.1
2024,2024-11-26,2024-12-02,Kerosene,71.14,81.99,72.15
2024,2024-10-08,2024-10-14,Gasoline (RON97/100),51.85,84.87,66.26
2024,2024-10-08,2024-10-14,Gasoline (RON95),50.2,70.2,58.15
2024,2024-10-08,2024-10-14,Gasoline (RON91),49.1,65.7,55.1
2024,2024-10-08,2024-10-14,Diesel,46.4,61.0,50.5
2024,2024-10-08,2024-10-14,Diesel Plus,52.2,69.95,65.85
2024,2024-10-08,2024-10-14,Kerosene,67.29,78.14,68.3
2024,2024-10-01,2024-10-07,Gasoline (RON97/100),51.4,84.87,69.5
2024,2024-10-01,2024-10-07,Gasoline (RON95),50.3,71.03,58.15
2024,2024-10-01,2024-10-07,Gasoline (RON91),49.15,65.7,55.1
2024,2024-10-01,2024-10-07,Diesel,45.4,59.8,50.35
2024,2024-10-01,2024-10-07,Diesel Plus,51.3,70.2,61.5
2024,2024-10-01,2024-10-07,Kerosene,66.59,77.65,67.6
2024,2024-10-15,2024-10-21,Gasoline (RON97/100),54.5,87.52,68.91
2024,2024-10-15,2024-10-21,Gasoline (RON95),51.7,72.85,59.4
2024,2024-10-15,2024-10-21,Gasoline (RON91),50.6,68.35,63.7
2024,2024-10-15,2024-10-21,Diesel,47.75,63.7,54.1
2024,2024-10-15,2024-10-21,Diesel Plus,55.4,72.65,67.29
2024,2024-10-15,2024-10-21,Kerosene,69.89,80.74,72.51
2024,2024-10-22,2024-10-28,Gasoline (RON97/100),51.8,87.02,65.71
2024,2024-10-22,2024-10-28,Gasoline (RON95),50.7,72.14,58.15
2024,2024-10-22,2024-10-28,Gasoline (RON91),49.6,66.95,52.0
2024,2024-10-22,2024-10-28,Diesel,46.9,62.1,51.6
2024,2024-10-22,2024-10-28,Diesel Plus,53.6,69.49,54.6
2024,2024-10-22,2024-10-28,Kerosene,69.04,79.89,71.66
2024,2024-10-29,2024-11-04,Gasoline (RON97/100),51.8,72.65,64.23
2024,2024-10-29,2024-11-04,Gasoline (RON95),50.7,72.34,58.35
2024,2024-10-29,2024-11-04,Gasoline (RON91),49.6,65.84,55.85
2024,2024-10-29,2024-11-04,Diesel,46.9,62.49,53.9
2024,2024-10-29,2024-11-04,Diesel Plus,52.4,68.85,52.4
2024,2024-10-29,2024-11-04,Kerosene,69.54,80.39,72.16
2024,2024-09-10,2024-09-16,Gasoline (RON97/100),52.9,84.32,68.54
2024,2024-09-10,2024-09-16,Gasoline (RON95),51.0,72.45,57.35
2024,2024-09-10,2024-09-16,Gasoline (RON91),50.0,66.65,58.6
2024,2024-09-10,2024-09-16,Diesel,46.74,61.5,53.5
2024,2024-09-10,2024-09-16,Diesel Plus,53.1,70.4,64.15
2024,2024-09-10,2024-09-16,Kerosene,68.27,78.79,68.94
2024,2024-09-17,2024-09-23,Gasoline (RON97/100),51.8,83.32,65.6
2024,2024-09-17,2024-09-23,Gasoline (RON95),50.3,71.45,56.6
2024,2024-09-17,2024-09-23,Gasoline (RON91),49.15,65.65,55.6
2024,2024-09-17,2024-09-23,Diesel,45.44,60.2,49.3
2024,2024-09-17,2024-09-23,Diesel Plus,50.85,69.1,60.4
2024,2024-09-17,2024-09-23,Kerosene,66.29,77.65,67.3
2024,2024-09-24,2024-09-30,Gasoline (RON97/100),51.4,84.42,66.7
2024,2024-09-24,2024-09-30,Gasoline (RON95),50.3,72.55,57.7
2024,2024-09-24,2024-09-30,Gasoline (RON91),49.15,66.75,56.7
2024,2024-09-24,2024-09-30,Diesel,45.44,58.9,54.7
2024,2024-09-24,2024-09-30,Diesel Plus,51.05,69.3,60.6
2024,2024-09-24,2024-09-30,Kerosene,66.29,77.65,67.3
2024,2024-09-03,2024-09-09,Gasoline (RON97/100),54.2,85.87,70.09
2024,2024-09-03,2024-09-09,Gasoline (RON95),52.8,74.0,61.75
2024,2024-09-03,2024-09-09,Gasoline (RON91),51.8,68.2,60.3
2024,2024-09-03,2024-09-09,Diesel,48.0,62.8,54.1
2024,2024-09-03,2024-09-09,Diesel Plus,54.4,71.7,64.55
2024,2024-09-03,2024-09-09,Kerosene,69.34,83.7,70.36

